rank	paper_id	star	repo_name
508	FSE-2020-33	5	SunflowerPKU/FSE20Dataset
509	FSE-2020-83	5	FudanSELab/Research-FSE2020-FuncVerb
510	FSE-2021-22	5	DynamicCodeSearch/COSAL
511	FSE-2021-86	5	pmbittner/FeatureTraceRecording
512	FSE-2022-32	5	sea-lab-wm/burt
513	FSE-2022-61	5	VPRLab/BlkVulnDataset
514	FSE-2022-99	5	chuanluocs/SamplingCA
515	ICSE-2022-2	5	LASER-UMASS/Diva
516	ASE-2022-75	5	seclab-fudan/AFV
517	ASE-2022-86	5	obicons/sa4u
518	ASE-2022-101	5	tsigalko18/ase22
519	ICSE-2021-28	4	dessertlab/DeepEST
520	ICSE-2021-112	4	Trustworthy-Software/RAICC
521	ICSE-2021-137	4	sjmini/justgen
522	ICSE-2022-33	4	tao2years/WeBug
523	ICSE-2022-53	4	JieHE-2020/DeepSTL
524	ICSE-2022-59	4	DescribeCTX/DescribeCTX
525	ICSE-2022-60	4	soarsmu/SA_retrospective
526	ICSE-2022-76	4	Tizpaz/Parfait-ML
527	ICSE-2022-121	4	sola-st/Nalin
528	ICSE-2022-136	4	truzz-fuzz/truzz-fuzz
529	ICSE-2022-141	4	yiyuaner/ICSE-2022-Wit-data
530	ASE-2017-51	4	pooyanjamshidi/ase17
531	ASE-2017-87	4	sherfert/GTR
532	ASE-2018-7	4	sola-da/TSFinder
533	ASE-2018-55	4	PFixConcurrency/Fix
534	ASE-2019-41	4	v2-project/v2
535	ASE-2019-51	4	Method-Name-Recommendation/HeMa
536	ASE-2020-58	4	lkyin/tool_adoptions
537	ASE-2020-87	4	MetaOD/MetaOD
538	ASE-2021-36	4	OpsPAI/grlia
539	ASE-2021-42	4	moonZHH/PSGen
540	ASE-2021-70	4	panshengyi/F2Chat
541	ISSTA-2020-39	4	ucd-plse/FPDiff
542	ISSTA-2022-4	4	Practical-Formal-Methods/pi-fuzz
543	ISSTA-2022-17	4	charakageethal/grammar2fix
544	ISSTA-2022-22	4	soarsmu/transfer
545	ISSTA-2022-31	4	TensileFuzz/TensileFuzz
546	FSE-2018-5	4	cs-au-dk/ajaxracer
547	FSE-2018-58	4	JunjieChen/PTP
548	FSE-2019-23	4	kupl/Chameleon
549	FSE-2019-26	4	Prefest2018/Prefest
550	FSE-2021-106	4	uber-research/go-context-propagate
551	FSE-2020-67	4	SeekingDream/denas_fse2020
552	FSE-2021-12	4	VET-UI-Testing/main
553	FSE-2021-53	4	imcsq/FSE21-MT4MRC
554	FSE-2021-55	4	rutgers-apl/PFPSanitizer
555	FSE-2021-101	4	davidtr1037/klee-symsize
556	FSE-2022-57	4	fixlocatorresearch/fixlocatorresearch
557	FSE-2022-71	4	panshengyi/MemVul
558	FSE-2022-91	4	jiangyanjie/RevisitingNaturalness
559	FSE-2022-96	4	SeekingDream/NMTSloth
560	ASE-2022-18	4	ariannab/callmemaybe
561	ASE-2022-87	4	JiePKU/MIA-SafeCompress
562	ASE-2022-98	4	qixin5/debloating_study
563	ASE-2022-112	4	Yuanyuan-Yuan/Decision-Oracle
564	ICSE-2017-7	3	ponder-lab/Migrate-Skeletal-Implementation-to-Interface-Refactoring
565	ICSE-2018-25	3	saltlab/Testler
566	ICSE-2018-95	3	saltlab/sabalan
567	ICSE-2019-46	3	mileschen360/Higgs
568	ICSE-2019-75	3	FICIssuePivot/Pivot
569	ICSE-2020-2	3	AUEB-BALab/fsmove
570	ICSE-2020-30	3	SNTSVV/ARIsTEO
571	ICSE-2020-38	3	skull591/ComboDroid-Artifact
572	ICSE-2020-52	3	FRMiner/FRMiner
573	ICSE-2021-7	3	ZhouyangJia/DepOwl
574	ICSE-2021-62	3	NAIST-SE/MetaMaintenancePotential
575	ICSE-2021-75	3	UBCFinder/UBCFinder
576	ICSE-2021-90	3	lingming/UniAPR
577	ICSE-2021-117	3	SPEAR-SE/ICSE2021_Log_Level_Data
578	ICSE-2022-62	3	Trustworthy-Software/Difuzer
579	ICSE-2022-82	3	serval-uni-lu/flakime
580	ICSE-2022-94	3	JavaTailor/CFSynthesis
581	ICSE-2022-177	3	ubisoft/ubisoft-laforge-brownbuild
582	ICSE-2022-178	3	CAS-LRJ/DeepPAC
583	ICSE-2022-179	3	nemo9cby/ICSE2022Rep
584	ICSE-2022-197	3	MeloFancy/SIRA
585	ASE-2017-7	3	lucadt/testminer
586	ASE-2017-74	3	UTSASRG/UnDead
587	ASE-2017-80	3	spencerxiao/ase2017-results-and-tools
588	ASE-2018-39	3	kupl/ConTest
589	ASE-2020-12	3	SunghoLee/c-summary
590	ASE-2020-15	3	x-y-zhao/iCPD
591	ASE-2020-25	3	devjeetr/DeepTC-Enhancer-Improving-the-Readability-of-Automatically-Generated-Tests
592	ASE-2020-31	3	SPEAR-SE/ASE2020_Logging_Location_Data
593	ASE-2020-38	3	SBST-DPG/sbst-dpg
594	ASE-2020-45	3	hanseychen/CoFI
595	ASE-2020-50	3	tum-i22/CIS-Benchmark-Evaluation
596	ASE-2020-69	3	FudanSELab/Research-ASE2020-APIComp
597	ASE-2021-7	3	CGCL-codes/LambdaMisuse
598	ASE-2021-9	3	EngineeringSoftware/wayout
599	ASE-2021-13	3	jzySaber1996/ISPY
600	ASE-2021-26	3	malusamayo/notebooks-analysis
601	ASE-2021-53	3	RemilYoucef/sd-4sql
602	ASE-2021-69	3	gerasimou/MDPSynthesis
603	ISSTA-2017-13	3	BUseclab/hush
604	ISSTA-2021-22	3	USC-SQL/SAND
605	ISSTA-2022-11	3	testingautomated-usi/simple-tip
606	ISSTA-2022-38	3	meng2180/LiRTest
607	ISSTA-2022-56	3	wasai-project/wasai
608	FSE-2017-5	3	minghuizhou/maintainerAnalysis
609	FSE-2017-25	3	ai-se/Reimplement
610	FSE-2019-80	3	ai-se/Data-for-automated-UI-testing-from-LexisNexis
611	FSE-2018-17	3	dnnmode/buggymodels
612	FSE-2019-7	3	paulgazz/kconfig_case_studies
613	FSE-2019-34	3	wsong-nj/ServDroid
614	FSE-2019-61	3	SoftwareDesignLab/AchillesHeel
615	FSE-2020-0	3	SteveZhangBit/LTSA-Robust
616	FSE-2020-19	3	dlocator-dev/dlocator
617	FSE-2020-91	3	meelgroup/baital
618	FSE-2020-95	3	poosomooso/SSHOM-Search
619	FSE-2020-97	3	felicitia/FrUITeR
620	FSE-2021-36	3	Symbolk/SmartCommitEvaluation-Viz
621	FSE-2021-37	3	LiveChat2021/LiveChat#5-download
622	FSE-2021-39	3	WenJinfeng/FSE21-Dataset_Script
623	FSE-2021-82	3	fzlinshu/SoGen
624	FSE-2021-92	3	chuanluocs/LS-Sampling
625	FSE-2022-131	3	ArchitecturePractices/lsr_survey_artifacts
626	FSE-2022-11	3	ITSEG-MQ/STRAP
627	FSE-2022-47	3	lcynju/review2code
628	FSE-2022-60	3	idiomaticrefactoring/pythonidiomsrefactor
629	FSE-2022-101	3	wenxiwang/SymMC-Tool
630	ASE-2022-51	3	anonymized-datascientist/Leveraging-Change-Information
631	ASE-2022-73	3	qibinhang/CNNSplitter
632	ICSE-2017-33	2	njuap/ICSE2017
633	ICSE-2017-44	2	cwi-swat/static-analysis-reflection
634	ICSE-2017-61	2	JunjieChen/let
635	ICSE-2018-17	2	USC-SQL/mfix
636	ICSE-2018-50	2	wtchoi/swifthand2
637	ICSE-2018-89	2	KristopherBorn/multiCDA
638	ICSE-2019-49	2	skillwind/RIDDLE
639	ICSE-2019-77	2	iris-42/CTRAS
640	ICSE-2019-82	2	VHellendoorn/Completion-Artifact
641	ICSE-2020-22	2	kupl/SAVER_public
642	ICSE-2020-80	2	trader-rnn/TRADER
643	ICSE-2021-47	2	KSU-SDML/Method-Naming-Standards-Artifact
644	ICSE-2021-66	2	wsong-nj/IMGDroid
645	ICSE-2021-68	2	SNTSVV/ThEodorE
646	ICSE-2021-70	2	ISRD2020/ISRD
647	ICSE-2021-128	2	dynaroars/gentree
648	ICSE-2022-118	2	TimHe95/SafeTune
649	ICSE-2022-139	2	xing-hu/Practitioners-Expectations-on-Automated-Code-Comment-Generation
650	ICSE-2022-148	2	vlab-cs-ucsb/quacky
651	ICSE-2022-161	2	nengz/ShellFusion
652	ICSE-2022-187	2	RosaliaTufano/rlgameauthors
653	ASE-2017-22	2	elaghs/Working
654	ASE-2017-43	2	wangpeipei90/RegexSmells
655	ASE-2018-58	2	NTU-ALComLab/SLENT
656	ASE-2019-6	2	DaPANDA2019/DaPANDA
657	ASE-2019-40	2	anon4review/ACTGAN
658	ASE-2019-57	2	senseconcordia/ASE2019Data
659	ASE-2019-64	2	aucs2019/AuCS
660	ASE-2019-86	2	spgroup/s3m
661	ASE-2020-4	2	zhangj111/nexgen
662	ASE-2020-29	2	DEMAR-requirements/DEMAR
663	ASE-2020-52	2	TimHe95/CP-Detector
664	ASE-2020-89	2	seal-hub/ASE20Empirical
665	ASE-2021-2	2	xing-hu/SmartDoc
666	ASE-2021-17	2	SuYanqi/LR-BKG
667	ASE-2021-22	2	MDEGroup/APIRecSys-AML
668	ASE-2021-32	2	winmutase21/WinMutASE21Artifact
669	ASE-2021-33	2	SE-Efforts/SE_SSL
670	ASE-2021-45	2	pasqualesalza/apization
671	ASE-2021-51	2	thousfeet/Functionality-generalization
672	ASE-2021-66	2	decentL/iFIZZ-ASE21
673	ISSTA-2019-11	2	winglam/RootFinder
674	ISSTA-2021-10	2	cicilzx/DialTest
675	ISSTA-2021-16	2	SEG-DENSE/Guider
676	ISSTA-2021-33	2	uiuc-arc/tera
677	ISSTA-2021-38	2	ConfEIT-code/CeitInspector
678	ISSTA-2022-1	2	agb94/FDG-artifact
679	ISSTA-2022-51	2	SEG-DENSE/VALA
680	FSE-2017-39	2	moji1/MDebugger
681	FSE-2017-72	2	FAU-Inf2/ARES
682	FSE-2019-16	2	matteobiagiola/FSE19-submission-material-TEDD
683	FSE-2019-53	2	software-rebels/ReviewLinkageGraph
684	FSE-2020-28	2	AI-4-SE/Dimensions-of-Software-Configuration
685	FSE-2020-44	2	EngineeringSoftware/hdlp
686	FSE-2020-74	2	Lizn-zn/Op-QA
687	FSE-2020-90	2	SinkFinder/data
688	FSE-2021-41	2	UH-SERG/SIVAND
689	FSE-2021-52	2	jiangyanjie/smartExpander
690	FSE-2021-64	2	y-ding/gil
691	FSE-2021-85	2	maxhort/Fairea
692	FSE-2021-96	2	kaist-plrg/safe-ds
693	FSE-2022-75	2	tjark/Par
694	FSE-2022-86	2	kaist-plrg/jsaver
695	FSE-2022-98	2	wssun/RULER
696	ICSE-2020-124	2	wangjunjieISCAS/InProcessRecommendation
697	ICSE-2020-36	2	shuiblue/ICSE20-hardfork-appendix
698	ASE-2022-30	2	SeekingDream/DeepPerform
699	ASE-2022-40	2	rishabh-ranjan/simian
700	ASE-2022-67	2	pkuserc/MPCos_ASE2022
701	ASE-2022-84	2	yanxiao6/InputReflector
702	ASE-2022-102	2	seal-hub/Oversight
703	ASE-2022-113	2	huiAlex/TAROT
704	ICSE-2018-142	1	cuplv/droidstar
705	ICSE-2019-55	1	yinliangze/yogar-cbmc-parallel
706	ICSE-2019-95	1	shaifulcse/GreenBundle-Data-Code
707	ICSE-2020-90	1	dlfaults/dl_faults
708	ICSE-2020-98	1	CMUSTRUDEL/oss-donations
709	ICSE-2020-107	1	Abdulaziz89/accessibility_eval
710	ASE-2018-77	1	njaliu/sgram-artifact
711	ICSE-2021-3	1	t-rasmud/checker-framework
712	ICSE-2021-16	1	chuanluocs/AutoCCAG
713	ICSE-2021-31	1	Testing-Multiple-DL-Models/SDS
714	ICSE-2021-86	1	miguelvelezmj25/icse21-sm
715	ICSE-2021-105	1	SUNY-BU-Software-Systems-Research-Group/PaparazziBF
716	ICSE-2022-28	1	BugListener/BugListener2022
717	ICSE-2022-30	1	dubslaff/FeatCause
718	ICSE-2022-52	1	SATE-Lab/DeepState
719	ICSE-2022-159	1	YiXiangScut/NSbS
720	ICSE-2022-168	1	skkusal/symtuner
721	ICSE-2022-175	1	xingzhang-pku/BidirectionalPreview
722	ASE-2017-28	1	SunghoLee/AIDetector
723	ASE-2017-41	1	sulir/runtimesearch
724	FSE-2017-87	1	jairud-garcia/rails-model-extractor
725	ASE-2018-21	1	vovak/branches
726	ASE-2018-52	1	felicitia/PALOMA-Analysis
727	ASE-2018-64	1	AndroidMist/Mist
728	ASE-2018-70	1	mikacashman/ASE18SupResources
729	ASE-2019-60	1	glnmzx888/class-overlap
730	ASE-2019-62	1	MAPCoverage/Map-Coverage
731	ASE-2019-80	1	jyothivedurada/BatchAnalyzer
732	ASE-2020-26	1	sea-lab/hybrid-net
733	ASE-2020-27	1	skdebray/ASE-2020
734	ASE-2020-63	1	jinwuxia/ASE2020data
735	ASE-2020-67	1	zhiyuan-wan/ASE_2020_predicting_code_context
736	ASE-2020-75	1	ProdigyXable/UnifiedDebuggingStudy
737	ASE-2020-90	1	cps-sei/cps-synth-resolultion
738	ASE-2021-40	1	tcse-iscas/nrace
739	ASE-2021-46	1	noisysilence-max/Failure-Inducing-Input-Generation
740	ISSTA-2018-21	1	fikovnik/ISSTA18-Artifact
741	ISSTA-2018-28	1	USC-SQL/RAT-TRAP
742	ISSTA-2020-10	1	sakura182/Maca
743	ISSTA-2020-16	1	arnabsharma91/MonotonicityChecker
744	ISSTA-2022-53	1	guolong-zheng/atmprep
745	FSE-2017-9	1	WeiFoo/RevisitUnsupervised
746	FSE-2017-15	1	brains-on-code/paper-esec-fse-2017
747	FSE-2017-28	1	AlexanderKnueppel/is-there-a-mismatch
748	FSE-2017-33	1	karthikp-ubc/Artinali
749	FSE-2017-49	1	vlab-cs-ucsb/cashew
750	FSE-2017-71	1	PythonLAMP/LAMP
751	FSE-2017-74	1	rtholmes/RealTestFailures
752	FSE-2018-24	1	FraudDroid-mobile-ad-fraud/ExperimentResults
753	FSE-2018-28	1	fayekia/FSE_2018
754	FSE-2018-60	1	PAMSE/PAFAnalysis
755	FSE-2018-62	1	pl-aeneas/aeneas
756	FSE-2019-14	1	4DataShare/AbbExpansion
757	FSE-2019-17	1	se2p/artifact-esecfse2019
758	FSE-2019-24	1	seepep/promocalls
759	FSE-2020-113	1	fengjincao/AeroReqDemoForFSE
760	FSE-2021-110	1	manual-testing-study/manual-testing-esec-fse-21
761	FSE-2020-2	1	C2S-FSE/C2S
762	FSE-2020-39	1	bhermann/artifact-survey
763	FSE-2020-42	1	CMUSTRUDEL/badge_diffusion_supplementary
764	FSE-2020-63	1	josepablocam/ams
765	FSE-2020-81	1	sealuzh/jmh
766	FSE-2020-82	1	ManCla/ESEC-FSE-2020
767	FSE-2021-8	1	sav-smu/plc-code-integrity
768	FSE-2021-19	1	tongyanxiang/MoD2
769	FSE-2021-42	1	taochen/mmo-fse-2021
770	FSE-2021-46	1	d-fact/gumtree
771	FSE-2021-47	1	SPEAR-SE/FSE2021_DPLOG
772	FSE-2021-49	1	wx930910/JMocker
773	FSE-2021-54	1	uiuc-arc/flex
774	FSE-2021-58	1	MangoTeam/mockdown
775	FSE-2021-60	1	HALOCORE/SynGuar
776	FSE-2022-26	1	MEPalma/HLNN-ReplicationPackage
777	FSE-2022-56	1	KadjelRamkisoen/PaReco
778	FSE-2022-63	1	DavidMOBrien/23Shades
779	ICSE-2020-126	1	qWe1aSd/malPre
780	ASE-2022-48	1	seal-hub/Groundhog
781	ASE-2022-68	1	MalTools/MalWhiteout
782	ASE-2022-79	1	FormalAIze/NeWise
783	ASE-2022-110	1	yangzhangs/ase2022-UPDBD
784	ICSE-2017-25	0	cs-au-dk/EventRaceCommander
785	ICSE-2017-57	0	aperez/evosuite
786	ICSE-2018-22	0	felicitia/PALOMA
787	ICSE-2018-29	0	igorsteinmacher/ICSE_QuasiContributors
788	ICSE-2018-126	0	jmguo/balanceValidity
789	ICSE-2018-127	0	jwlin/Nemo
790	ICSE-2018-135	0	JurajKubelka/ExploratoryStudyInPharo
791	ICSE-2019-3	0	CESEL/CodeEntropyReplication
792	ICSE-2019-45	0	anonymousICSE2019/patchcorrectness
793	ICSE-2019-50	0	cuidi34/ICSE19-Data
794	ICSE-2019-72	0	rheradio/VMStatAnal
795	ICSE-2019-78	0	wangjunjieISCAS/CM
796	ICSE-2019-93	0	se-passau/Distance-Based_Data
797	ICSE-2019-105	0	SAREC-Lab/SAFA-Artifacts
798	ICSE-2020-18	0	yirugi/JSFlowTamper
799	ICSE-2020-48	0	USI-INF-Software/Conf-ReplicationPackage-ICSE2020
800	ICSE-2020-73	0	drzhonghao/parameterstudy
801	ICSE-2020-74	0	senseconcordia/API-Workarounds
802	ICSE-2020-75	0	goodchar/public-package-about-Official-API-Usage-Directives-Demysitification-Report
803	ASE-2018-76	0	yeluting/KaggleDataset
804	ICSE-2021-5	0	SPEAR-SE/TestAnnotationMaintenance_Data
805	ICSE-2021-48	0	CelloCorgi/ICSE_fNIRS2021
806	ICSE-2021-59	0	truelova/ICSE_2021_UpdateNotes
807	ICSE-2021-67	0	xinwei2124/fPMC_ICSE
808	ICSE-2021-119	0	SNTSVV/MAANA
809	ICSE-2021-120	0	pag-iiitd/DocDependency
810	ICSE-2021-129	0	msbajammal/icse2021
811	ICSE-2022-7	0	meelgroup/approxcov
812	ICSE-2022-55	0	zxhree/default
813	ICSE-2022-75	0	fadatestdbt/fadatest
814	ICSE-2022-90	0	stefanos1316/ICSE_2022_artifact
815	ICSE-2022-96	0	nilsmehlhorn/loop-stream-rct
816	ICSE-2022-113	0	giangnm58/Manas
817	ICSE-2022-154	0	UT-SE-Research/ODRepair
818	ASE-2017-29	0	anosubmission/mutaflow-data
819	ASE-2017-77	0	gustavopinto/fjdetector
820	ASE-2017-82	0	parsimony-ide/ase2017-extra
821	ASE-2017-91	0	StevenReiss/seede
822	ASE-2018-5	0	xha225/PerfLearner
823	ASE-2018-43	0	Programming-Systems-Lab/Parikshan
824	FSE-2018-85	0	sei-pku/nestif
825	ASE-2019-13	0	goodchar/Controversy-summary-of-Stack-Overflow-posts
826	ASE-2019-17	0	pag-iiitd/Segate
827	ASE-2019-38	0	BoiseState/string-constraint-counting
828	ASE-2019-44	0	TarannumZaman/Scminer
829	ASE-2020-16	0	danieltrt/Distinguisher
830	ASE-2020-32	0	JunjieChen/DeepIP
831	ASE-2020-46	0	LavaOps/ChemTest
832	ASE-2020-51	0	AI-4-SE/Changepoints-Across-Variants-And-Versions
833	ASE-2020-55	0	EasyRegex/FlashRegex
834	ASE-2020-83	0	SNTSVV/SB-TemPsy
835	ASE-2020-84	0	cedricrupb/cst_transform
836	ASE-2021-16	0	tudo-aqua/paper-reproduction-package-ase2021
837	ASE-2021-21	0	Chenguang-Zhu/relancer
838	ASE-2021-28	0	amordahl/satune
839	ASE-2021-55	0	sen-he/Metior
840	ASE-2021-58	0	2021-CONFDATA/2021-CONF-DATA
841	ASE-2021-61	0	mycoderesearch/CDFRecommendation
842	ASE-2021-75	0	code4papers/ALempirical
843	ASE-2021-80	0	opalj/CiFi-Benchmark
844	ISSTA-2018-5	0	seungyeob/issta2018-mosis
845	ISSTA-2020-28	0	hildebrandt-carl/RobotTestGeneration
846	ISSTA-2020-29	0	Icysandwich/cachecheck
847	ISSTA-2020-40	0	ustbsoftlang/issta2020-hpnsp
848	ISSTA-2021-11	0	AdvDoor/AdvDoor
849	ISSTA-2021-30	0	gadse-bug/bugs
850	ISSTA-2021-31	0	clothildejeangoudoux/Magneto
851	ISSTA-2022-8	0	SOLAR-group/dpevalmeasures
852	ISSTA-2022-10	0	YANG-Yuting/Epsilon-weakened-Robustness-of-Deep-Neural-Networks
853	ISSTA-2022-15	0	SATE-Lab/ASRTest
854	ISSTA-2022-34	0	tcse-iscas/iBugs
855	FSE-2017-47	0	d-bingham/wildcaughtmutants
856	FSE-2017-51	0	lpasquale/kEEPER
857	FSE-2018-8	0	cmu-mars/model-learner
858	FSE-2018-33	0	parasol-aser/MPC
859	FSE-2018-41	0	ai-se/FFT_Jack
860	FSE-2018-54	0	sola-da/DifferentialDebuggerTesting
861	FSE-2019-52	0	testrepo007/AggrePlay
862	FSE-2019-58	0	non-conformances-research/fse2019
863	FSE-2020-9	0	xurongchen/fse20
864	FSE-2020-13	0	SNTSVV/EPIcuRus
865	FSE-2020-29	0	niuye8911/rapid_m
866	FSE-2020-31	0	docable/docable
867	FSE-2020-32	0	devuxd/RulePad
868	FSE-2020-80	0	pl-chappie/chappie
869	FSE-2020-87	0	chbrown13/suggestions
870	FSE-2020-89	0	UL-SnT-Serval/coeva2
871	FSE-2021-124	0	mpls-fse/mpls
872	FSE-2021-11	0	sujon335/AlgebraicDatatypeTaintTracker
873	FSE-2021-18	0	SteveZhangBit/alloy-maxsat-benchmark
874	FSE-2021-45	0	FudanSELab/Research-ESEC-FSE2021-APIDirective
875	FSE-2021-66	0	CelloCorgi/FSE2021_To_Read_or_to_Rotate
876	FSE-2021-75	0	swarmbug/src
877	FSE-2021-89	0	boyang9602/FSE_Ignore_Test
878	FSE-2022-121	0	PackDiff/PackDiff
879	FSE-2022-126	0	Luckyliue/removed_reviews
880	FSE-2022-24	0	Fraunhofer-SIT/FSE22-CodeSmells
881	FSE-2022-38	0	SageSELab/Avgust
882	FSE-2022-45	0	awsm-research/CommentFinder
883	FSE-2022-74	0	LeoQ7/DeJITLeak
884	FSE-2022-77	0	yoavalon/GNNProgramTermination
885	FSE-2022-80	0	glGarg/DeepDev-PERF
886	FSE-2022-97	0	czycurefun/testcase_detection
887	ICSE-2020-116	0	senseuwaterloo/ICSE2020-Performance
888	ICSE-2020-119	0	winglam/flaky-test-lifecycle-data
889	ASE-2022-9	0	ExtPPCompliance/PPCompliance
890	ASE-2022-15	0	AI-EnabledSoftwareEngineering-AISE/B-AIS
891	ASE-2022-20	0	chenpolong/TLNet
892	ASE-2022-25	0	SuYanqi/SYS-KG
893	ASE-2022-34	0	tcse-iscas/DT2
894	ASE-2022-38	0	HoneyAsclepius/HoneyAsclepius
895	ASE-2022-60	0	LavaOps/LeakReducer
896	ASE-2022-81	0	QVIP22/Data
897	ASE-2022-85	0	RobustTrainer/RobustTrainer
898	ASE-2022-88	0	davidfa71/Sampling-the-Linux-kernel
899	ASE-2022-92	0	smartpip/smartpip
900	ASE-2022-97	0	ksun212/Stray
901	ASE-2022-115	0	drhaozhong/thex
